id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
8051,Punch-Drunk Love,7.132,2081,Released,2002-10-25,24665649,96,False,/eGkIBknnCpmssrrt4CjRPhHZfLK.jpg,25000000,,tt0272338,en,Punch-Drunk Love,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,21.752,/vT2CXIsVKoGl0DZ8USwLWzEFznI.jpg,You can go to places in the world with pudding.,"Romance, Drama, Comedy","Columbia Pictures, New Line Cinema, Ghoulardi Film Company, Revolution Studios",United States of America,English,"depression, sibling relationship, businessman, shyness, hawaii, dysfunctional family, psychological abuse, los angeles, california, scam artist, telephone sex, pudding, sweepstakes, harmonium, absurdist, social anxiety, emotional abuse, anxious, provo utah, scam call center, overbearing sister, romantic"
294272,Pete's Dragon,6.379,2080,Released,2016-08-10,143695338,103,False,/ct9S0m2U2RTCFAVnq3y0nF0Tgb2.jpg,65000000,http://movies.disney.com/petes-dragon-2016,tt2788732,en,Pete's Dragon,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",14.491,/A9x4Ogk8KUXTfU649NS6lS9TCmu.jpg,Some secrets are too big to keep.,"Adventure, Family, Fantasy",Whitaker Entertainment,United States of America,English,"feral child, remake, dragon, orphan, 1980s, live action and animation"
674324,The Banshees of Inisherin,7.474,2080,Released,2022-10-20,49262687,114,False,/1vXD5HXqkhvsXFHE7KmCPZGPR1e.jpg,20000000,https://searchlightpictures.com/films/the-banshees-of-inisherin,tt11813216,en,The Banshees of Inisherin,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",26.625,/4yFG6cSPaCaPhyJ1vtGOtMD1lgh.jpg,Everything was fine yesterday.,"Drama, Comedy, History","Searchlight Pictures, Blueprint Pictures, Film4 Productions, Metropolitan Films International, TSG Entertainment","Ireland, United Kingdom, United States of America",English,"friendship, island, donkey, dark comedy, irish civil war (1922-23), church, ireland, drinking, former best friend, self mutilation, fiddle, 1920s, brother sister relationship, pub"
8848,The Bank Job,6.823,2079,Released,2008-02-28,64828421,112,False,/ynnarxTMs8jWKV9GK0SpUhGNCgH.jpg,20000000,http://thebankjobmovie.com,tt0200465,en,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",25.532,/ayrGDJDsSBczjztGUWKqmzL97xg.jpg,The true story of a heist gone wrong... in all the right ways.,"Thriller, Crime, Drama","Omnilab Media, Mosaic Media Group, Relativity Media, Skyline (Baker St), Atlas Entertainment","Australia, United Kingdom, United States of America",English,"infidelity, mannequin, wife, photography, subway, vault, car dealer, bahamas, based on true story, london underground, strip club, offer, extortion, police corruption, double cross, walkie talkie, railway station, jackhammer, political corruption, bank heist, cabinet officer"
86825,Stoker,6.659,2078,Released,2013-02-28,12077441,99,False,/uMAfeJ7GldjZNagLjWenFnuCjI8.jpg,12000000,http://www.foxsearchlight.com/stoker/,tt1682180,en,Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",16.614,/o0giW5oasaef5m9sgBuq0C7IkIa.jpg,Innocence Ends.,"Drama, Horror, Thriller","Fox Searchlight Pictures, Indian Paintbrush, Scott Free Productions, Dayday Films, Ingenious Media","United Kingdom, United States of America",English,"dancer, funeral, tennis, psychopath, widow, family relationships, dead body, death, mental illness, playing piano, secret, teenager"
660,Thunderball,6.644,2077,Released,1965-12-11,141195658,130,False,/uJrKyUYf8FwVJQonCekRISeWUCc.jpg,5500000,https://www.mgm.com/movies/thunderball,tt0059800,en,Thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,27.879,/kQdyq96yvqrPCkLdaiucsE92neO.jpg,Look up!  Look down!  Look out!,"Adventure, Action, Thriller",Eon Productions,United Kingdom,"English, French","sea, florida, paris, france, spy, fighter pilot, bahamas, sanatorium, secret organization, nuclear missile, coral reef, secret agent, scuba diving, british spy, shark, scuba, british secret service, big ben"
11011,Ri¢hie Ri¢h,5.873,2077,Released,1994-12-19,38087756,95,False,/e2F1K6qcjqAme3KCURuKJY2x5Po.jpg,40000000,,tt0110989,en,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",18.059,/qgGh5d0IHAZRlHIdFS3XWVygumR.jpg,An adventure so big... even the world's richest kid can't afford to miss it!,"Comedy, Family","Davis Entertainment, Silver Pictures, Warner Bros. Pictures",United States of America,"English, Latin","wealthy, billionaire, family"
614917,King Richard,7.717,2075,Released,2021-11-18,39429285,145,False,/4kb7uR1UmXa33U6GB6F9xckFlhn.jpg,50000000,https://www.kingrichardfilm.net,tt9620288,en,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",28.039,/vjpMd1dsEsVBoUhq6iVHXwwFj9n.jpg,"Venus, Serena and a plan for greatness.","Drama, History","Star Thrower Entertainment, Westbrook Studios, Warner Bros. Pictures, Overbrook Entertainment",United States of America,English,"tennis, tennis player, father, based on true story, wimbledon, family, tennis pro, father daughter relationship, coaching, champions, sport"
475303,A Rainy Day in New York,6.499,2074,Released,2019-07-26,23800000,92,False,/3C6hamStn5HHTNmGmXmmGKHFWhT.jpg,25000000,,tt7139936,en,A Rainy Day in New York,"Two young people arrive in New York to spend a weekend, but once they arrive they're met with bad weather and a series of adventures.",1.473,/z4A6mFOLTMZAhCSPRyrtzG0SPbd.jpg,Love In Spring.,"Comedy, Romance","Gravier Productions, Perdido Productions, FilmNation Entertainment",United States of America,English,"infidelity, new york city, rain, paparazzi, kiss, interview, romance, high society, manhattan, new york city, young couple, college student, romantic weekend, rich family, central park, new york city, film director, film shoot, existential crisis"
6038,Shanghai Knights,6.126,2074,Released,2003-02-06,88323487,115,False,/ctSHPoptLOGtg2tKgVWhz1eCNNi.jpg,50000000,,tt0300471,en,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",17.475,/vVNQStMlZS9mn2AKBEpadRunHgt.jpg,A Royal Kick In The Arse.,"Action, Adventure, Comedy, Western","All Knight Productions, Spyglass Entertainment, Touchstone Pictures, Birnbaum / Barber Productions, JCE Movies","Hong Kong, United States of America","English, Mandarin","martial arts, london, england, indian territory, emperor, revenge, murder, arrow, duringcreditsstinger, action hero, imperial seal, good versus evil"
9312,Mortal Kombat,5.838,2073,Released,1995-08-18,122195920,101,False,/eDg6HPCnQaUhTOdZB3LzJjpnGtT.jpg,18000000,,tt0113855,en,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",41.919,/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,Nothing In This World Has Prepared You For This.,"Action, Fantasy","New Line Cinema, Threshold Entertainment",United States of America,"French, English, Italian","island, martial arts, monster, saving the world, magic, villain, gore, alternate dimension, ninja, sorcerer, tournament, underground fighting, based on video game, gods, ghost, hand to hand combat, warrior, action hero, supernatural power, mortal kombat, good versus evil"
9567,Tears of the Sun,6.839,2073,Released,2003-03-07,86468162,121,False,/n2wlMpTuiovYCZHpwKtbSTY8Wor.jpg,75000000,,tt0314353,en,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",36.173,/fUnSSQukwTwBSdCbufEE36petLq.jpg,He was trained to follow orders. He became a hero by defying them.,"War, Action, Drama","Columbia Pictures, Revolution Studios, Cheyenne Enterprises, Michael Lobell Productions",United States of America,English,"civil war, war crimes, refugee, village, evacuation, border, rescue mission, us army, nigeria, president, doctor, massacre, brutality, military, child soldier"
38321,Priest,5.765,2070,Released,2011-05-05,78309131,87,False,/lnWJ92uTbYCmTb6ERePxS0bG2Ah.jpg,60000000,http://www.priest-themovie.com/,tt0822847,en,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",19.594,/btNni3pWy3LTmckilBPxs3r8zDP.jpg,The War is Eternal. His Mission is Just the Beginning.,"Action, Fantasy, Horror, Thriller","Michael De Luca Productions, Stars Road Entertainment, TOKYOPOP, Buckaroo Entertainment, Screen Gems",United States of America,"Spanish, English, Portuguese","vampire, dystopia, post-apocalyptic future, crucifixion, vampire hunter (slayer), disobey, niece, dark hero"
8536,Superman II,6.731,2069,Released,1980-12-04,190458706,127,False,/a8UAXIEf83pyvP0dBhnUIzvEYmE.jpg,54000000,https://www.warnerbros.com/movies/superman-ii,tt0081573,en,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",23.873,/jw0tYFCbzjBN8SIhvRC2kdh7pzh.jpg,The Man of Steel meets his match!,"Science Fiction, Action, Adventure","Dovemead Films, Film Export A.G., Warner Bros. Pictures, DC Comics","United Kingdom, United States of America",English,"saving the world, superhero, loss of virginity, based on comic, sequel, niagara falls, criminal, super power, phantom zone, rocket fired grenade, crystal machine, superhuman strength, duringcreditsstinger"
339527,Solace,6.4,2067,Released,2015-09-03,22586863,101,False,/z8pQocUi56yIAToFjrmSumQ7VAL.jpg,0,,tt1291570,en,Solace,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer.",22.761,/pbcXpZgem8kgr90RwIUNAbC2ite.jpg,"A serial killer who can see your future, a psychic who can save it","Thriller, Crime, Mystery","Venture Forth, Grindstone Entertainment Group, Lionsgate Premiere, Eden Rock Media, FilmNation Entertainment, Flynn Picture Company, New Line Cinema, Silver Reel, Supersensory, Black Maria",United States of America,English,"fbi, investigation, autopsy, terminal illness, premonition, murder, cancer, psychologist, serial killer, crime scene, psychic, intrigue, dark past, vision of the future"
97,Tron,6.668,2066,Released,1982-07-09,33000000,96,False,/qVAwqSxOb2J85vPxYX00vohQVYK.jpg,17000000,https://movies.disney.com/tron,tt0084827,en,Tron,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",22.842,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,A world inside the computer where man has never been. Until now.,"Science Fiction, Action, Adventure","Lisberger/Kushner Productions, Walt Disney Productions",United States of America,English,"hacker, video game, virtual reality, dystopia, simulation, super computer, utopia, computer simulation, simulated reality , arcade game, light cycle"
11978,Men of Honor,7.46,2066,Released,2000-09-13,82343495,129,False,/laNHiehbOHYM3y9FVFfqmLuX8X5.jpg,32000000,,tt0203019,en,Men of Honor,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",24.164,/wNUAnXV1mzOOfvnVBIYsalkk078.jpg,History is made by those who break the rules.,Drama,Fox 2000 Pictures,United States of America,English,"diving, u.s. navy"
2022,Mr. Deeds,5.839,2064,Released,2002-06-28,171269535,96,False,/7P3VyWQTnZOYIQnk5seM0YQ9ucg.jpg,50000000,,tt0280590,en,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",20.406,/rtUGG5gfpsF3uI52pgkzwsSfVlB.jpg,"Small town kid, big time right hook.","Comedy, Romance","New Line Cinema, Out of the Blue... Entertainment, Columbia Pictures, Happy Madison Productions",United States of America,English,"new york city, love letter, new hampshire, liar, city country contrast, inheritance, billionaire, kindness, fable, apple tree, corporate take over, chrysler building"
37821,Killers,5.941,2062,Released,2010-06-04,98159963,100,False,/rTxTqBJ3tawnkFrqfmCS8gZxE2D.jpg,75000000,http://killersfilm.com/,tt1103153,en,Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",16.783,/9VB8vGV4Aznf6GUc9C7a1EzGHLz.jpg,Perfect wife. Perfect target.,"Action, Comedy, Thriller, Romance","Katalyst Films, Lionsgate, Aversano Films",United States of America,English,assassin
457335,Guns Akimbo,6.5,2060,Released,2020-02-27,835102,95,False,/jKnZ3CavwSTsBbgSpAhQU8Z9nOy.jpg,0,,tt6902676,en,Guns Akimbo,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",15.255,/2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg,Get loaded,"Action, Comedy","Altitude Film Entertainment, Four Knights Film, Hyperion Media Group, Ingenious Media, Maze Pictures, Pump Metal Films, The Electric Shadow Company, Saban Films, New Zealand Film Commission, uMedia, Occupant Entertainment, Cutting Edge, Deutscher Filmförderfonds, FFF Bayern, WS Filmproduktion","Belgium, Germany, New Zealand, United Kingdom, United States of America",English,"hero, gladiator fight, superhero, website, bad cop, body mutilation, death match, homeless man, computer programmer, live stream, rescue from fire, viral, death game"
4977,Paprika,7.805,2060,Released,2006-10-01,946590,90,False,/3IkChGhTllTULVWht55UDFHTg6Q.jpg,0,https://www.sonypictures.com/movies/paprika,tt0851578,ja,パプリカ,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika.",24.982,/bLUUr474Go1DfeN1HLjE3rnZXBq.jpg,,"Animation, Mystery, Science Fiction, Thriller","Paprika Film Partners, Madhouse, Sony Pictures",Japan,"English, Japanese","research, japan, dream, procession, psychoanalysis, mad scientist, dream girl, parallel world, adult animation, dream world, anime"
37472,Ip Man 2,7.5,2058,Released,2010-04-29,36000000,108,False,/6Zo212BjDdDMqRIqcaiWXn10hty.jpg,12902809,http://www.ipman2-movie.com/,tt1386932,cn,葉問2,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",4.28,/yB5v6wRhIoZxlDvCFFCQhUNezDY.jpg,Behind every great martial artist lies a teacher.,"Action, History, Drama","Mandarin Films, Golden Harvest Company, Henan Film & TV Production Group Henan Film Studio, Beijing ShengShi HuaRei Film Investment & Management Co., Desen International Media, Prosperity Pictures, Foshan Pearl River Media Group, Donlord Skykee Film Investment, Teng Yuan Film & TV Media, Beijing Baron Stars Culture Media, Shenzhen Haiguchi Investment, Beijing Xinyinglian Cinema Circuit","China, Hong Kong","Mandarin, Cantonese, English","martial arts, army, sports, hong kong, master, wing chun, labor, grandmaster"
422,8½,8.173,2057,Released,1963-02-14,0,139,False,/hiXMQiwpa0fqPJxWLSMWTbpiWn8.jpg,0,,tt0056801,it,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",14.255,/60rbYRidGzWjb6cjZ2elIiztvpp.jpg,A picture that goes beyond what men think about - because no man ever thought about it in quite this way!,"Fantasy, Drama","Cineriz, Francinex","Italy, France","German, English, French, Italian","dying and death, adultery, depression, individual, unsociability, screenplay, suicide attempt, missile, scapegoat, movie business, allegory, difficult childhood, creative crisis, kurort, black and white, extramarital affair, existence"
318121,The Fundamentals of Caring,7.31,2057,Released,2016-06-16,0,97,False,/9kAKDdnHvhS93eMTqsXwiVaBtw7.jpg,0,https://www.netflix.com/title/80097349,tt2452386,en,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",10.564,/zZ0eda1GyHILNSoq9KF5u0hcq6O.jpg,Caring is a funny thing.,"Comedy, Drama","Worldwide Pants, Levantine Entertainment",United States of America,English,"wheelchair, road trip, caregiver, disability, muscular dystrophy"
37950,Charlie St. Cloud,6.932,2054,Released,2010-07-30,48190704,99,False,/dzx5vStQX4bHA1JBq8n5yLUqQx4.jpg,44000000,,tt1438254,en,Charlie St. Cloud,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",19.604,/r4XSrs6N086EU8CNm339dHRPhZg.jpg,Life is for living.,"Drama, Romance","Marc Platt Productions, Universal Pictures, Relativity Media",United States of America,English,"sibling relationship, based on novel or book, sailing, ghost, young adult"
245,About a Boy,6.654,2054,Released,2002-04-26,129000000,101,False,/xxiPjhXigJ4zPiqqrA77FK10ULo.jpg,27000000,http://movies.uip.de/aboutaboy/,tt0276751,en,About a Boy,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",12.669,/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg,Growing up has nothing to do with age.,"Drama, Comedy, Romance","Universal Pictures, StudioCanal, Working Title Films, Tribeca Productions, Kalima Productions","France, Germany, United Kingdom, United States of America",English,"friendship, london, england, rock 'n' roll, rap music, based on novel or book, single parent, becoming an adult, bachelor, single, christmas"
43947,I Spit on Your Grave,6.5,2053,Released,2010-06-17,572809,108,False,/2hHkKgw9DW0pX0NLO4l8ds41p5M.jpg,2000000,http://www.cinetelfilms.com/films/film-ispit.html,tt1242432,en,I Spit on Your Grave,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",32.901,/4VZ9eqel8Fsp54KMnesr3xIc67N.jpg,Justice served one torture at a time.,"Thriller, Crime, Horror","Anchor Bay Films, CineTel Films",United States of America,English,"rape, fondling, remake, revenge, writer, garden shears, rape and revenge, emasculation"
6950,Outbreak,6.53,2052,Released,1995-03-10,189859560,127,False,/yych1GDUoSs4r51o1feBnOn5szq.jpg,50000000,,tt0114069,en,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",21.243,/dxr5NoaIALZThSYeeaJKlMGCZlY.jpg,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,"Action, Drama, Science Fiction, Thriller","Kopelson Entertainment, Arnold Kopelson Productions, Punch Productions, Warner Bros. Pictures",United States of America,"English, Korean, French","research, army, general, river, monkey, epidemic, medical research"
2135,The Time Machine,6.216,2051,Released,2002-03-04,123729176,96,False,/i0eOILDW8HipIkOUSKhB1dvZzNJ.jpg,80000000,http://timemachine.countingdown.com/,tt0268695,en,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",25.896,/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg,The greatest adventure THROUGH all time!,"Science Fiction, Adventure, Action","DreamWorks Pictures, Warner Bros. Pictures",United States of America,English,"future, new york city, based on novel or book, time travel, time machine, remake, steampunk, near future"
6278,Reign of Fire,6.163,2050,Released,2002-07-09,82150183,101,False,/oBnLeIBwGafw3H8bDxVfYQ9hXEt.jpg,60000000,,tt0253556,en,Reign of Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",17.682,/vZVXCj3jXzIPJUHLaQohzt2uTM3.jpg,Fight Fire With Fire,"Adventure, Action, Fantasy","The Zanuck Company, Spyglass Entertainment, World 2000 Entertainment, Touchstone Pictures, Tripod Entertainment","Ireland, United Kingdom, United States of America",English,"castle, dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine, northumberland"
14001,Dead Silence,6.4,2048,Released,2007-03-16,22217407,89,False,/xMjAkXpCb55FTAV7By31p3TQMxb.jpg,20000000,http://www.deadsilencemovie.net/,tt0455760,en,Dead Silence,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",35.662,/3Vylbn3WGTELocsq36V8NEyD3WM.jpg,You scream. You die.,Horror,"Evolution Entertainment, Universal Pictures, Twisted Pictures",United States of America,English,"funeral, legend, tombstone, detective, clown, flashback, ventriloquist, urban legend, curse, mansion, widower, gothic, doll, ghost story, ventriloquist's dummy"
483184,Dogman,7.567,2045,Released,2018-05-17,5080147,103,False,/mgfxkCJLvudtnTOJml5mFbHWbk0.jpg,0,https://www.curzonartificialeye.com/Dogman/,tt6768578,it,Dogman,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",8.707,/eaZq1G8sJHv9f9a5IzioQlS3REX.jpg,,"Crime, Drama, Thriller","Archimede, Le Pacte, RAI",Italy,Italian,"italy, robber, cocaine, revenge, dog cage, father daughter relationship"
2133,The Perfect Storm,6.426,2044,Released,2000-06-29,325756637,130,False,/cmOWlfDvBSMyLaeZ85M87GmkH8v.jpg,120000000,,tt0177971,en,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail.",28.327,/aOYHJclz1yZdFT3hdMY8TeYU4fk.jpg,The storm is coming.,"Action, Adventure, Drama, Thriller","Baltimore Spring Creek Productions, Radiant Productions, Warner Bros. Pictures",United States of America,English,"based on novel or book, natural disaster, u.s. air force, biography, based on true story, disaster, shark, tragic event, thunderstorm, new england, jamaican, meteorologist, rescue boat, marina, city hall, the flemish cap, male camaraderie, storm at sea, 1990s, man vs nature"
37707,Splice,5.828,2043,Released,2009-10-06,0,104,False,/1Qall5wH3teJEYUvf8XZ9eltPvx.jpg,26000000,http://www.splicethefilm.com/,tt1017460,en,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",23.76,/4oqaWnO3dKYAt3vZWAD4oLfOXOC.jpg,Science's newest miracle...is a mistake.,"Horror, Science Fiction, Thriller","Gaumont, Dark Castle Entertainment, Copperheart Entertainment, Senator Entertainment, Warner Bros. Pictures, Canal+, Silver Pictures, TPS Star, Téléfilm Canada","Canada, France, United States of America",English,"experiment, genetics, dna, gene manipulation, genetic engineering, genetically modified organism"
77931,The Smurfs 2,5.768,2043,Released,2013-07-30,347434178,105,False,/aIyvMthA7UGV6ix6AUUM88ZXfeU.jpg,105000000,http://smurfhappens.com,tt2017020,en,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",33.191,/8cfGugUrTThWdrNRqpCTz2mXPBD.jpg,Get ready to get naughty!,"Fantasy, Family, Comedy, Animation","NeoReel, Columbia Pictures, Sony Pictures Animation, Hemisphere Media Capital, Kerner Entertainment Company, Sony Pictures",United States of America,English,based on cartoon
9493,Twins,5.986,2042,Released,1988-12-08,216614388,107,False,/vA2KdcJD2Nbg4Y5gYq9RBuOvTTg.jpg,15000000,,tt0096320,en,Twins,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,20.399,/stJx9BQZbXrZnTGf9Erc7d2UMVc.jpg,Only their mother can tell them apart.,Comedy,Universal Pictures,United States of America,English,"experiment, orphanage, perfection, low intelligence, jet engine, twins separated at birth, artist colony, same habits, opposites"
